conn_from,conn_to,edge_type
242231689Celestine, 997939409JUDITH, sister
243895828Juana, 251225681Daisy, wife
243895828Juana, 451072757Annabel, mother
246217629Sheppard, 136142602Ila, husband
246381362Hardy, 055938937LYNNE, husband
246381362Hardy, 303968693Berta, father
246381362Hardy, 433995199Fern, grand child
246381362Hardy, 699902625Augusta, father
248372736Easter, 600519042Lindsay, wife
248701310SYBIL, 564110168ANGELA, sister
248701310SYBIL, 680717945Ferdinand, sister
248701310SYBIL, 920451159Albertine, sister
250239525Sula, 345721750Carroll, sister
250239525Sula, 733449684Ned, sister
250239525Sula, 774074367Hettie, sister
250239525Sula, 785058395EDNA, sister
250239525Sula, 861613709Maryann, brother
250966898Wilmer, 420491506Lora, brother
250966898Wilmer, 523566767WAYNE, brother
250966898Wilmer, 816575936Millie, brother
251225681Daisy, 243895828Juana, husband
251225681Daisy, 451072757Annabel, father
251225681Daisy, 501079973HAZEL, grand child
251225681Daisy, 757430537Orrie, nephew
253212775Candido, 501079973HAZEL, grand child
253212775Candido, 543538404DEMI, husband
253212775Candido, 949224905Zelma, nephew
253649971Matilda, 073553025Noah, wife
253723044Selena, 109343298Jeff, mother
253723044Selena, 237051115Marvin, wife
254626234Mona, 633949433Woodson, wife
258847907Sue, 433995199Fern, grand child
259853165Presley, 250239525Sula, father
259853165Presley, 440445518Fern, husband
259853165Presley, 774074367Hettie, father
259853165Presley, 785058395EDNA, father
262134412Liddie, 757430537Orrie, wife
264065911JOE, 022210531Marcellus, brother
264065911JOE, 885263151Gwendolyn, brother
264375306LAWRENCE, 049114594Cecil, brother
264375306LAWRENCE, 394802151ELLA, brother
264375306LAWRENCE, 686707218Mathilda, brother
264382197Finis, 885918049CHRISTINA, brother
265125910Jules, 315151383Mahala, husband
265125910Jules, 501079973HAZEL, grand child
265322818JOANNE, 296785044HOLLY, sister
265322818JOANNE, 316787473Rosanna, sister
265322818JOANNE, 785058395EDNA, sister
265322818JOANNE, 905545224Edgar, sister
267457187TONI, 736749469Anna, wife
269001180LUCY, 135192615Lugenia, mother
269001180LUCY, 602243819Mart, wife
271149663Ennis, 394802151ELLA, brother
271149663Ennis, 459748889Clifford, brother
271149663Ennis, 710886792Eldridge, nephew
271149663Ennis, 782916564Drusilla, nephew
271891163GERALDINE, 026267112Early, wife
271891163GERALDINE, 098968288DAWN, niece
271891163GERALDINE, 203165555Aline, mother
271891163GERALDINE, 584733764Baldwin, niece
271891163GERALDINE, 729608057Adeline, grand child
272323255SHARON, 415223490Lee, mother
272323255SHARON, 697612551JUSTIN, wife
272323255SHARON, 781593494Jefferson, mother
275096956Dayton, 864463007MONICA, husband
276864435Johnson, 551651012MAUREEN, husband
278283835Jasper, 085470240Eunice, uncle
278283835Jasper, 520372778Elvira, uncle
278283835Jasper, 576159081Lettie, brother
278283835Jasper, 836943551Louis, uncle
278283835Jasper, 837217357JEFFREY, uncle
278283835Jasper, 878433040Lem, uncle
278283835Jasper, 917842133Isa, husband
278283835Jasper, 927508416Blas, brother
278283835Jasper, 937192619Alvah, uncle
278283835Jasper, 944989055Lovisa, uncle
278641903Elva, 576686158Delila, mother
278641903Elva, 647191481Hollie, wife
280142388Lyda, 514740852ABIGAIL, niece
280142388Lyda, 714520448Una, grand child
280855007Yetta, 415539053Elam, brother
280855007Yetta, 455320687Anson, sister
283965638Leila, 361920955George, sister
283965638Leila, 458141051BRIAN, sister
283965638Leila, 659151658JAY, sister
283965638Leila, 669151080Elizabeth, sister
283965638Leila, 686582370Marvin, sister
283965638Leila, 905575645KATY, sister
285457400Alberta, 372567296Bertrand, wife
285746011Orpha, 216236930Elzie, wife
285746011Orpha, 496394390TOBY, mother
285746011Orpha, 509704048Corrie, mother
286860703Cal, 138731521Adah, father
286860703Cal, 357773818Francis, husband
286860703Cal, 655779643Ira, nephew
287674428Vena, 063340010Gottlieb, wife
289180157Thursa, 036534841RUSSELL, mother
289180157Thursa, 201935621Virgil, mother
289180157Thursa, 212128351Velma, mother
289180157Thursa, 324891199Katherine, wife
289180157Thursa, 465658179HERBERT, wife
289180157Thursa, 686517389Elmira, grand mother
289180157Thursa, 813286762Harris, mother
289180157Thursa, 815572444Kirk, grand mother
289180157Thursa, 816417667Evie, sister
289180157Thursa, 836846967Octavia, aunt
289180157Thursa, 837435993Buford, grand mother
289180157Thursa, 849300404Lenna, mother
289180157Thursa, 859430561Wilford, wife
290651507Andy, 296067735ETHEL, husband
296067735ETHEL, 290651507Andy, wife
296785044HOLLY, 265322818JOANNE, sister
296785044HOLLY, 799378615RUSSELL, brother
300548966Juana, 401293343BARRIE, wife
303866978Malissa, 719999856NEIL, wife
303968693Berta, 091312867Angus, sister
303968693Berta, 699902625Augusta, sister
303968693Berta, 757516507Lynn, sister
308806616MAY, 322942684AMELIA, mother
308806616MAY, 584733764Baldwin, wife
313043677Homer, 433995199Fern, grand child
315151383Mahala, 265125910Jules, wife
315835513Venie, 025884791Darius, mother
315835513Venie, 108815378Willard, wife
315835513Venie, 132459035Tabitha, mother
315835513Venie, 162563546Chin, wife
315835513Venie, 199420081SHIRLEY, mother
315835513Venie, 449790386Knute, mother
315835513Venie, 532855069Barnett, mother
315835513Venie, 596142857Manson, mother
315835513Venie, 612151709Myrtle, grand mother
315835513Venie, 768782145ADRIAN, wife
315835513Venie, 858491603Zeke, wife
315835513Venie, 978080151JACOB, wife
316787473Rosanna, 265322818JOANNE, sister
319098993Perry, 004092917Adolph, husband
319098993Perry, 714520448Una, grand child
319098993Perry, 872619752JASON, father
320703566JULIE, 213609761Caleb, wife
320703566JULIE, 786892619Jeanne, mother
320980491Leopold, 348992235Jewell, husband
320980491Leopold, 942583662LORRAINE, father
322190851Ramon, 170208423BERTHA, husband
322190851Ramon, 222135098Claudia, father
322190851Ramon, 583132512Sabina, father
322190851Ramon, 729608057Adeline, grand child
322190851Ramon, 808447437Woodie, father
322655012ADRIAN, 120647913Evaline, grand child
322655012ADRIAN, 125542718Celestia, husband
322655012ADRIAN, 587769910HEIDI, grand child
322655012ADRIAN, 729608057Adeline, grand child
322669892Etta, 533983184CLAUDE, wife
322942684AMELIA, 233142710Linwood, niece
322947237Albion, 077820944Minna, father
322947237Albion, 080982422Willian, father
322947237Albion, 083137597Prudence, father
322947237Albion, 448150231Orilla, husband
322947237Albion, 523629434Hervey, father
322947237Albion, 596727412Louie, husband
322947237Albion, 638639486Joeseph, father
322947237Albion, 655628831Rosa, husband
322947237Albion, 733428024DAISY, husband
322947237Albion, 815234313Rutherford, father
322947237Albion, 861613709Maryann, father
322947237Albion, 945370662Pete, father
323174462Herschel, 449535601Matthias, wife
323174462Herschel, 501079973HAZEL, grand child
323174462Herschel, 949224905Zelma, niece
324891199Katherine, 212128351Velma, father
324891199Katherine, 237363722ELIZA, father
324891199Katherine, 289180157Thursa, husband
324891199Katherine, 576159081Lettie, husband
324891199Katherine, 639530274BRENDA, husband
324891199Katherine, 733449684Ned, father
324891199Katherine, 836943551Louis, father
324891199Katherine, 849300404Lenna, father
324891199Katherine, 944989055Lovisa, father
325356416Isa, 411002096Stacy, sister
325356416Isa, 821691988NEIL, sister
325531720Lou, 449790386Knute, wife
325923798Palmer, 626988132Wheeler, sister
328739800BERNARD, 337983700VINCENT, husband
328739800BERNARD, 737656269Metta, father
328739800BERNARD, 747649458ROLAND, father
329534049Neppie, 004092917Adolph, mother
329534049Neppie, 004487367MAX, wife
329534049Neppie, 168028727Roxanna, mother
329534049Neppie, 174825250Helma, mother
329534049Neppie, 428718550Theadore, wife
329534049Neppie, 510371511Minervia, mother
329534049Neppie, 626988132Wheeler, mother
329534049Neppie, 872619752JASON, grand mother
330623405Viney, 936017667Henery, wife
332110712BESSIE, 495733566Vance, wife
332340870Clarence, 000287344MARINA, sister
332340870Clarence, 091312867Angus, sister
332340870Clarence, 659151658JAY, sister
332340870Clarence, 757516507Lynn, sister
332340870Clarence, 861613709Maryann, sister
332663274Idella, 352768372Clemmie, brother
332663274Idella, 737656269Metta, sister
332663274Idella, 739460376VERONICA, sister
332756266Dillard, 194568290Jeannette, nephew
332756266Dillard, 433995199Fern, grand child
332756266Dillard, 476905184KATY, husband
332756266Dillard, 577032188Dovie, nephew
333630200Rutherford, 059433566Lacy, brother
336633895VICTORIA, 616821273Johnny, wife
336669736Rube, 345609574Orpha, nephew
337983700VINCENT, 328739800BERNARD, wife
337983700VINCENT, 737656269Metta, mother
337983700VINCENT, 747649458ROLAND, mother
342872703Merida, 000563566Ardelia, brother
342872703Merida, 394802151ELLA, brother
342872703Merida, 626988132Wheeler, brother
342872703Merida, 643438625Nevada, nephew
342872703Merida, 724697685Clarance, brother
342872703Merida, 870701584Oscar, nephew
342872703Merida, 871244009PAIGE, brother
343012756MONICA, 361920955George, sister
343012756MONICA, 765576711Fleming, brother
344073286Esta, 741414909TOBY, wife
344978505Emmaline, 493104916Clement, wife
345609574Orpha, 020472309Woodie, wife
345609574Orpha, 336669736Rube, aunt
345609574Orpha, 558956211Coleman, mother
345609574Orpha, 717318995Edmond, mother
345609574Orpha, 741712101CHANTELLE, mother
345609574Orpha, 940584307Vena, sister
345721750Carroll, 250239525Sula, brother
348992235Jewell, 320980491Leopold, wife
348992235Jewell, 942583662LORRAINE, mother
349015355SAMUEL, 459998729TOBY, father
349015355SAMUEL, 473028799Bertie, husband
349015355SAMUEL, 530244937Lige, father
349015355SAMUEL, 596727412Louie, husband
349015355SAMUEL, 616821273Johnny, father
349015355SAMUEL, 658524976DOUGLAS, father
349015355SAMUEL, 876212966SEAN, father
349015355SAMUEL, 983916494CARLY, husband
349127458Elbert, 689730153Loretta, husband
349550966RICKY, 587769910HEIDI, grand child
349550966RICKY, 816417667Evie, husband
349550966RICKY, 836846967Octavia, father
349637417Chas, 134648497Lige, brother
349637417Chas, 401133710Early, brother
349637417Chas, 458141051BRIAN, brother
350589948Ardella, 144678770Emil, wife
350930638Israel, 059433566Lacy, brother
350930638Israel, 091312867Angus, brother
350930638Israel, 098968288DAWN, nephew
350930638Israel, 211509444Amalia, brother
350930638Israel, 565804242Llewellyn, brother
350930638Israel, 584733764Baldwin, nephew
350930638Israel, 879027313JILL, brother
351985063Don, 409368095Susanna, nephew
351985063Don, 729608057Adeline, grand child
352768372Clemmie, 332663274Idella, sister
352768372Clemmie, 401629475Minerva, sister
352768372Clemmie, 765576711Fleming, sister
352768372Clemmie, 950173504Frona, sister
352955997Lilla, 546473755Verdie, niece
352955997Lilla, 682097979Noble, sister
356151891Honora, 407705653Oda, brother
356151891Honora, 616003687YASMIN, brother
356151891Honora, 686707218Mathilda, sister
356151891Honora, 965155017Cathrine, sister
357773818Francis, 138731521Adah, mother
357773818Francis, 286860703Cal, wife
358448153Miles, 065574293Alberta, husband
358448153Miles, 250966898Wilmer, father
358448153Miles, 420491506Lora, father
358448153Miles, 523566767WAYNE, father
358448153Miles, 816575936Millie, father
358821342Thomas, 185513290Thomas, mother
358821342Thomas, 375193666HECTOR, mother
358821342Thomas, 501079973HAZEL, grand child
358821342Thomas, 997939409JUDITH, niece
361312195Austin, 935002939BETTY, husband
361920955George, 283965638Leila, brother
361920955George, 343012756MONICA, sister
361920955George, 459748889Clifford, brother
361920955George, 669151080Elizabeth, brother
361920955George, 686582370Marvin, brother
363228393Donie, 419770392Burr, wife
364926641Manuela, 237867646Lizzie, mother
364926641Manuela, 651262555Daisey, mother
364926641Manuela, 926175280Sylvanus, wife
366010880Ethel, 064791064Bernadette, uncle
366010880Ethel, 196333590Lavinia, brother
366010880Ethel, 401236559Alba, father
366010880Ethel, 690600142SARA, husband
366010880Ethel, 731963073Bena, uncle
366010880Ethel, 946738078Isreal, uncle
366010880Ethel, 979486256Delila, father
367303413Author, 019738535Etta, husband
367303413Author, 947266760Earl, father
367786216Florence, 130057821HEIDI, grand child
367786216Florence, 325356416Isa, father
367786216Florence, 411002096Stacy, father
367786216Florence, 764464122Lora, husband
367786216Florence, 821691988NEIL, father
367940248Juana, 400154124Lella, niece
367940248Juana, 686707218Mathilda, brother
367940248Juana, 688003098Rosanna, sister
371618786Wheeler, 732320892REECE, father
371618786Wheeler, 885808268Millie, husband
372567296Bertrand, 285457400Alberta, husband
374008565GWENDOLINE, 587005354KEITH, sister
374008565GWENDOLINE, 735350851LYNSEY, sister
375193666HECTOR, 185513290Thomas, brother
375193666HECTOR, 686707218Mathilda, brother
377128235ELLEN, 083137597Prudence, aunt
377128235ELLEN, 399638584Queenie, aunt
377128235ELLEN, 523471905Dana, wife
377128235ELLEN, 625070004JANET, sister
377128235ELLEN, 659151658JAY, aunt
379714744JAY, 049114594Cecil, sister
379986435Minor, 948040783Cassie, husband
380872583Jonas, 508486649Concepcion, husband
381674579Lotta, 455320687Anson, mother
381674579Lotta, 606420754CALLUM, mother
382002109Lenora, 836357939Ely, wife
382002109Lenora, 955861697Margarette, mother
385666701ERNEST, 413459839Melvin, husband
385666701ERNEST, 433995199Fern, grand child
385666701ERNEST, 668356392Wyatt, father
385666701ERNEST, 791208120Araminta, nephew
387132749Ransom, 022637087Effa, brother
387132749Ransom, 071493228Alva, brother
387132749Ransom, 196319500Bishop, brother
387132749Ransom, 997939409JUDITH, nephew
389071583Johanna, 105206953Lyman, wife
389071583Johanna, 180242504Augustine, mother
389071583Johanna, 189112920Octavia, mother
389071583Johanna, 233142710Linwood, wife
389071583Johanna, 879193593Cloyd, mother
389071583Johanna, 980030067Besse, mother
389895674Ephraim, 501079973HAZEL, grand child
389895674Ephraim, 605582361TINA, nephew
390184559SYBIL, 114940554Rudolph, wife
390303549Altha, 579697830DENNIS, wife
390303549Altha, 905545224Edgar, mother
394802151ELLA, 074050314HELEN, niece
394802151ELLA, 264375306LAWRENCE, sister
394802151ELLA, 271149663Ennis, brother
394802151ELLA, 342872703Merida, sister
394802151ELLA, 572501878Elena, sister
394802151ELLA, 816575936Millie, sister
394802151ELLA, 924288825JOSHUA, niece
394911406Boyd, 466930715CLARA, brother
394911406Boyd, 692505654GLENN, brother
394911406Boyd, 793005985LAUREN, brother
394911406Boyd, 953554810Millie, nephew
395351100Hunt, 434093638Camilla, father
395351100Hunt, 587769910HEIDI, grand child
395351100Hunt, 777383668Oda, husband
396092810WENDY, 432711081Cicero, wife
396092810WENDY, 460802096Gustave, mother
396092810WENDY, 696728586CONNOR, mother
396092810WENDY, 952743276Bama, mother
398505887IRIS, 501079973HAZEL, grand child
398505887IRIS, 532411582CARL, wife
398505887IRIS, 643438625Nevada, niece
398505887IRIS, 870701584Oscar, niece
399186249ENID, 954032189KEVIN, wife
399638584Queenie, 325923798Palmer, mother
399638584Queenie, 377128235ELLEN, niece
399638584Queenie, 729608057Adeline, grand child
400154124Lella, 130655434Spencer, mother
400154124Lella, 367940248Juana, aunt
400154124Lella, 501079973HAZEL, grand child
400154124Lella, 685492949Joe, sister
400154124Lella, 757430537Orrie, niece
400154124Lella, 815234313Rutherford, aunt
400154124Lella, 878433040Lem, wife
400258506IVAN, 532687900Adline, father
400258506IVAN, 607331858Hedwig, husband
400258506IVAN, 793183001Zelda, father
401133710Early, 134648497Lige, brother
401133710Early, 349637417Chas, brother
401133710Early, 458141051BRIAN, brother
401236559Alba, 196333590Lavinia, niece
401236559Alba, 979486256Delila, sister
401293343BARRIE, 300548966Juana, husband
401399260Leander, 621492553ANNA, husband
401629475Minerva, 352768372Clemmie, sister
403191309Bernhard, 616377359Alpha, husband
404077250ELSIE, 660069737Zula, mother
404077250ELSIE, 753097132WAYNE, wife
405092086Esau, 946738078Isreal, husband
406731446BRADLEY, 053534425Anastasia, husband
407478474Dow, 062044828Dena, husband
407478474Dow, 316787473Rosanna, father
407705653Oda, 106237872RICHARD, sister
407705653Oda, 356151891Honora, sister
407705653Oda, 420491506Lora, sister
407705653Oda, 458840819GLYNIS, sister
407705653Oda, 514740852ABIGAIL, niece
407705653Oda, 660069737Zula, sister
407862704Theron, 099934953Avis, nephew
407862704Theron, 210781074Clarissa, husband
407862704Theron, 587769910HEIDI, grand child
407862704Theron, 729608057Adeline, grand child
407862704Theron, 848582187MARGERY, nephew
408460444Leslie, 487092716Johnson, wife
408460444Leslie, 714520448Una, grand child
408690568Isabelle, 135367294LESLEY, mother
408690568Isabelle, 172684050Arlie, wife
408690568Isabelle, 761487144Perry, mother
408690568Isabelle, 907678341CAROLYN, mother
408907653Lacy, 066263251Enrique, father
408907653Lacy, 073553025Noah, father
408907653Lacy, 323174462Herschel, father
408907653Lacy, 475684716Chancy, father
408907653Lacy, 601114634Harmon, father
408907653Lacy, 605582361TINA, husband
408907653Lacy, 686707218Mathilda, father
408907653Lacy, 734176606FRANCES, husband
408907653Lacy, 841415212ROSIE, husband
408907653Lacy, 860382246Nina, husband
409368095Susanna, 105206953Lyman, wife
409368095Susanna, 172567617Wilma, sister
409368095Susanna, 351985063Don, aunt
409368095Susanna, 620810228Delphine, mother
409368095Susanna, 685748915Montgomery, aunt
409368095Susanna, 816623657GLENYS, aunt
409368095Susanna, 818011643Manuel, aunt
409368095Susanna, 833530609Francis, aunt
409368095Susanna, 977320204BERYL, aunt
410902706Stacy, 739460376VERONICA, brother
410902706Stacy, 797009971Bob, brother
410902706Stacy, 939968084GARRY, sister
411002096Stacy, 325356416Isa, brother
411002096Stacy, 821691988NEIL, brother
412234810Darius, 052470086Sylvanus, father
412234810Darius, 075835871Louis, husband
412234810Darius, 194568290Jeannette, brother
412234810Darius, 201830872Micheal, father
412234810Darius, 332756266Dillard, father
412234810Darius, 495733566Vance, uncle
412234810Darius, 570337427Creola, husband
412234810Darius, 574485682Herschel, uncle
412234810Darius, 583861153FANNY, husband
412234810Darius, 764941272Hiram, father
412234810Darius, 830604090Lonnie, father
412234810Darius, 869401333Payton, father
412234810Darius, 888873376Callie, husband
412234810Darius, 953554810Millie, husband
413459839Melvin, 385666701ERNEST, wife
413459839Melvin, 668356392Wyatt, mother
413751054Clement, 781689419Iva, husband
415065139BRUCE, 094211275Eber, husband
415223490Lee, 781593494Jefferson, sister
415539053Elam, 049114594Cecil, brother
415539053Elam, 280855007Yetta, brother
415539053Elam, 577032188Dovie, nephew
415539053Elam, 879193593Cloyd, sister
415539053Elam, 977320204BERYL, brother
415742018Lollie, 115121560Artie, wife
415742018Lollie, 724697685Clarance, mother
415891110Orrin, 750447138Carroll, brother
415891110Orrin, 757355174Emilie, brother
417734602Finis, 374008565GWENDOLINE, father
417734602Finis, 521188723Lulie, husband
417734602Finis, 587005354KEITH, father
417734602Finis, 735350851LYNSEY, father
418182280Barton, 192946067Nannie, husband
418182280Barton, 433995199Fern, grand child
418182280Barton, 552263360Mathilde, father
418182280Barton, 750938575Madora, nephew
419770392Burr, 363228393Donie, husband
419770392Burr, 501079973HAZEL, grand child
419770392Burr, 886443944Jessie, nephew
419775306Loula, 817988353Wesley, wife
420491506Lora, 250966898Wilmer, sister
420491506Lora, 407705653Oda, brother
420491506Lora, 523566767WAYNE, sister
420491506Lora, 816575936Millie, sister
421623298Nova, 874973950JOANNE, husband
423131424JILL, 626988132Wheeler, sister
426450774Creed, 628578895Walker, brother
426450774Creed, 765576711Fleming, brother
426450774Creed, 879027313JILL, brother
428638432Jimmie, 077820944Minna, brother
428638432Jimmie, 977320204BERYL, sister
428718550Theadore, 004092917Adolph, father
428718550Theadore, 074050314HELEN, husband
428718550Theadore, 134524460Mina, father
428718550Theadore, 174825250Helma, father
428718550Theadore, 280142388Lyda, father
428718550Theadore, 329534049Neppie, husband
428718550Theadore, 407705653Oda, father
428718550Theadore, 408460444Leslie, father
428718550Theadore, 563516114Arthur, husband
428718550Theadore, 765576711Fleming, father
428718550Theadore, 876917859Genie, husband
431993015Alonzo, 959462351Joseph, husband
432711081Cicero, 396092810WENDY, husband
432711081Cicero, 460802096Gustave, father
432711081Cicero, 696728586CONNOR, father
432711081Cicero, 952743276Bama, father
433995199Fern, 006609564Joe, grand mother
433995199Fern, 007063457Cordia, grand mother
433995199Fern, 017090314Liza, grand mother
433995199Fern, 025884791Darius, grand mother
433995199Fern, 045727277Pete, grand mother
433995199Fern, 052470086Sylvanus, grand mother
433995199Fern, 091312867Angus, grand mother
433995199Fern, 093651812JENNIFER, grand mother
433995199Fern, 102943984HEATHER, grand mother
433995199Fern, 109343298Jeff, grand mother
433995199Fern, 132459035Tabitha, grand mother
433995199Fern, 171739558ABIGAIL, grand mother
433995199Fern, 198910832SARA, grand mother
433995199Fern, 199420081SHIRLEY, grand mother
433995199Fern, 201830872Micheal, grand mother
433995199Fern, 208031412Augusta, grand mother
433995199Fern, 217736631NORA, grand mother
433995199Fern, 224729539KAREN, grand mother
433995199Fern, 229485586Emil, grand mother
433995199Fern, 246381362Hardy, grand mother
433995199Fern, 258847907Sue, grand mother
433995199Fern, 303968693Berta, grand mother
433995199Fern, 313043677Homer, grand mother
433995199Fern, 332756266Dillard, grand mother
433995199Fern, 352768372Clemmie, grand mother
433995199Fern, 385666701ERNEST, grand mother
433995199Fern, 394911406Boyd, grand mother
433995199Fern, 415539053Elam, grand mother
433995199Fern, 418182280Barton, grand mother
433995199Fern, 445782145ALICE, grand mother
433995199Fern, 449790386Knute, grand mother
433995199Fern, 495733566Vance, grand mother
433995199Fern, 496394390TOBY, grand mother
433995199Fern, 498803580Garrett, grand mother
433995199Fern, 507987242Tommie, grand mother
433995199Fern, 509704048Corrie, grand mother
433995199Fern, 517148551Edyth, grand mother
433995199Fern, 522289265KERRY, grand mother
433995199Fern, 531840332Blaine, wife
433995199Fern, 532855069Barnett, grand mother
433995199Fern, 573138668DAISY, grand mother
433995199Fern, 574485682Herschel, grand mother
433995199Fern, 576686158Delila, grand mother
433995199Fern, 584733764Baldwin, grand mother
433995199Fern, 589461970Reba, grand mother
433995199Fern, 604615838Smith, grand mother
433995199Fern, 633925585Jefferson, grand mother
433995199Fern, 645599585Lavenia, grand mother
433995199Fern, 649283978Fidelia, grand mother
433995199Fern, 666482319ERNEST, grand mother
433995199Fern, 668356392Wyatt, grand mother
433995199Fern, 757516507Lynn, grand mother
433995199Fern, 764941272Hiram, grand mother
433995199Fern, 793005985LAUREN, grand mother
433995199Fern, 813286762Harris, grand mother
433995199Fern, 824513644MARILYN, grand mother
433995199Fern, 830604090Lonnie, grand mother
433995199Fern, 843063096Arie, grand mother
433995199Fern, 844934719Adelia, grand mother
433995199Fern, 845538059Elena, grand mother
433995199Fern, 859912876Duff, grand mother
433995199Fern, 866157199Armand, grand mother
433995199Fern, 869401333Payton, grand mother
433995199Fern, 872851006RUSSELL, grand mother
433995199Fern, 876858270WAYNE, grand mother
433995199Fern, 891171880Johnny, grand mother
433995199Fern, 933510620PHILLIP, grand mother
433995199Fern, 955582505Donnie, grand mother
433995199Fern, 980791414Shirley, grand mother
434916344JOEL, 757284789JOAN, husband
435853656Ernestine, 601114634Harmon, wife
435853656Ernestine, 947908670Izora, mother
436254956JEMMA, 557060126Norris, wife
436254956JEMMA, 561510605Hilliard, mother
436254956JEMMA, 729608057Adeline, grand child
440445518Fern, 250239525Sula, mother
440445518Fern, 259853165Presley, wife
440445518Fern, 774074367Hettie, mother
440445518Fern, 785058395EDNA, mother
444571600HANNAH, 018765328Caesar, mother
444571600HANNAH, 031520162DOMINIC, grand mother
444571600HANNAH, 033586378Wilber, aunt
444571600HANNAH, 033586378Wilber, mother
444571600HANNAH, 088338639OLIVIA, mother
444571600HANNAH, 112755529Zack, aunt
444571600HANNAH, 216486291RICKY, aunt
444571600HANNAH, 239862063Augustin, aunt
444571600HANNAH, 542320047Dick, aunt
444571600HANNAH, 629183388Luis, wife
444571600HANNAH, 641120863Jerome, mother
444571600HANNAH, 716824764Porter, wife
444571600HANNAH, 727628545Josiah, aunt
444571600HANNAH, 840739470LEON, wife
444571600HANNAH, 892324417Adeline, mother
444571600HANNAH, 922032271Ollie, sister
444571600HANNAH, 922032271Ollie, wife
444571600HANNAH, 926175280Sylvanus, wife
444571600HANNAH, 939968084GARRY, mother
445782145ALICE, 025884791Darius, wife
445782145ALICE, 433995199Fern, grand child
445782145ALICE, 612151709Myrtle, mother
445887033Hamp, 242231689Celestine, nephew
445887033Hamp, 501079973HAZEL, grand child
445887033Hamp, 530092546Hanna, husband
447305588Theodora, 648281873ARNOLD, wife
448150231Orilla, 077820944Minna, mother
448150231Orilla, 085470240Eunice, grand mother
448150231Orilla, 322947237Albion, wife
448150231Orilla, 395351100Hunt, mother
448150231Orilla, 434093638Camilla, grand mother
448150231Orilla, 520372778Elvira, grand mother
448150231Orilla, 523629434Hervey, mother
448150231Orilla, 710886792Eldridge, niece
448150231Orilla, 714520448Una, grand child
448150231Orilla, 815234313Rutherford, mother
448150231Orilla, 870289348Wash, wife
448150231Orilla, 878433040Lem, grand mother
448150231Orilla, 937192619Alvah, grand mother
449535601Matthias, 323174462Herschel, husband
449790386Knute, 325531720Lou, husband
449790386Knute, 433995199Fern, grand child
451072757Annabel, 939968084GARRY, sister
454280064GILBERT, 729608057Adeline, grand child
454280064GILBERT, 745448472Estie, husband
455012058Edmond, 574809043AGNES, husband
455320687Anson, 280855007Yetta, brother
455320687Anson, 606420754CALLUM, brother
458118373Levi, 604500526AMANDA, husband
458141051BRIAN, 134648497Lige, brother
458141051BRIAN, 283965638Leila, sister
458141051BRIAN, 349637417Chas, brother
458141051BRIAN, 401133710Early, brother
458141051BRIAN, 669151080Elizabeth, sister
458141051BRIAN, 686582370Marvin, sister
458714508Ivy, 025270238Sylvester, nephew
458714508Ivy, 046859602Tyler, father
458714508Ivy, 495111540NANCY, husband
458840819GLYNIS, 220706925Lorena, brother
458840819GLYNIS, 407705653Oda, brother
458840819GLYNIS, 721977249Sadie, sister
458840819GLYNIS, 981489643Viola, sister
459748889Clifford, 271149663Ennis, sister
459748889Clifford, 361920955George, sister
459998729TOBY, 587769910HEIDI, grand child
459998729TOBY, 923624720Altha, husband
460016021Alpha, 968195599Gardner, wife
460023056Jettie, 542372465Ely, wife
460637889Handy, 710886792Eldridge, nephew
460637889Handy, 714520448Una, grand child
460637889Handy, 782916564Drusilla, nephew
460802096Gustave, 696728586CONNOR, brother
460802096Gustave, 952743276Bama, brother
462991788Perley, 853603432LORRAINE, husband
465519760Vernie, 849300404Lenna, husband
465658179HERBERT, 036534841RUSSELL, father
465658179HERBERT, 289180157Thursa, husband
465658179HERBERT, 349550966RICKY, father
465658179HERBERT, 520832480Romeo, father
465658179HERBERT, 596727412Louie, husband
465658179HERBERT, 640372233Enrique, father
465658179HERBERT, 733428024DAISY, husband
465658179HERBERT, 813286762Harris, father
465658179HERBERT, 983916494CARLY, husband
466930715CLARA, 394911406Boyd, sister
466930715CLARA, 692505654GLENN, sister
466930715CLARA, 793005985LAUREN, sister
467919556TERRY, 693810082Roena, husband
467919556TERRY, 805278316Egbert, father
468485061Halsey, 626620922Meta, husband
468485061Halsey, 739460376VERONICA, father
470753390Seymour, 518038535Frank, husband
473028799Bertie, 349015355SAMUEL, wife
473028799Bertie, 459998729TOBY, mother
473028799Bertie, 616821273Johnny, mother
473028799Bertie, 776726872Pedro, mother
473028799Bertie, 859430561Wilford, wife
474119798Metta, 596869832Reese, wife
474119798Metta, 860031402Enoch, mother
474279808Hallie, 815833463Lucille, husband
475145001Reba, 540058565Isam, wife
475145001Reba, 752419229Eugenie, mother
475684716Chancy, 501079973HAZEL, grand child
475684716Chancy, 643438625Nevada, nephew
475684716Chancy, 870701584Oscar, nephew
476131211Solomon, 076824490Merritt, brother
476853149Alverta, 102183263MICHELLE, mother
476853149Alverta, 549814107Cato, mother
476853149Alverta, 886878100Eligah, mother
476853149Alverta, 887012692Manson, wife
476905184KATY, 332756266Dillard, wife
477522122Felicia, 891434604BRANDON, wife
478797184GREGORY, 206256858Marcella, husband
483349541Rosalia, 950173504Frona, sister
483902885Minor, 714520448Una, grand child
487092716Johnson, 408460444Leslie, husband
