conn_from,conn_to,edge_type
172206306SOPHIE, 003946711Creola, grand mother
172206306SOPHIE, 005709454TARA, grand mother
172206306SOPHIE, 014892298Madison, grand mother
172206306SOPHIE, 025225286Margarett, grand mother
172206306SOPHIE, 026336506Hyrum, grand mother
172206306SOPHIE, 026437627Dewitt, grand mother
172206306SOPHIE, 028890019America, grand mother
172206306SOPHIE, 031377901Payton, grand mother
172206306SOPHIE, 036235110Ena, grand mother
172206306SOPHIE, 036355900PERCIVAL, grand mother
172206306SOPHIE, 036682417Nova, grand mother
172206306SOPHIE, 040431109TERESA, grand mother
172206306SOPHIE, 041329205STEVEN, grand mother
172206306SOPHIE, 042185209Uriah, grand mother
172206306SOPHIE, 046463193HEATHER, grand mother
172206306SOPHIE, 047840266DOUGLAS, grand mother
172206306SOPHIE, 051568723Lucious, grand mother
172206306SOPHIE, 054092270Mat, grand mother
172206306SOPHIE, 056245987Eugenie, grand mother
172206306SOPHIE, 057121921Sterling, grand mother
172206306SOPHIE, 059454256Clay, grand mother
172206306SOPHIE, 060412564Susie, grand mother
172206306SOPHIE, 061795339Larkin, grand mother
172206306SOPHIE, 061901202Nova, grand mother
172206306SOPHIE, 069560117Caesar, grand mother
172206306SOPHIE, 072604066Justus, grand mother
172206306SOPHIE, 074204555Birt, grand mother
172206306SOPHIE, 085157090Alf, grand mother
172206306SOPHIE, 090202749Elise, grand mother
172206306SOPHIE, 090965077Raleigh, grand mother
172206306SOPHIE, 093367278CRAIG, grand mother
172206306SOPHIE, 096109884Author, grand mother
172206306SOPHIE, 100544041Freddie, grand mother
172206306SOPHIE, 101271081Ples, grand mother
172206306SOPHIE, 103241632Baxter, grand mother
172206306SOPHIE, 104392019Alpheus, grand mother
172206306SOPHIE, 112201639Mariah, grand mother
172206306SOPHIE, 113259720EDWARD, grand mother
172206306SOPHIE, 115500073Fayette, grand mother
172206306SOPHIE, 117108156Drew, grand mother
172206306SOPHIE, 117302470Ples, grand mother
172206306SOPHIE, 121912115Ferd, grand mother
172206306SOPHIE, 122420717Cicero, grand mother
172206306SOPHIE, 123926295Matt, grand mother
172206306SOPHIE, 124889408SHANNON, grand mother
172206306SOPHIE, 135161520Permelia, grand mother
172206306SOPHIE, 137833216JASMINE, grand mother
172206306SOPHIE, 144176996MARK, grand mother
172206306SOPHIE, 146948251Flem, grand mother
172206306SOPHIE, 148194722Oran, grand mother
172206306SOPHIE, 163129243Clemie, grand mother
172206306SOPHIE, 163658455Cornelia, grand mother
172206306SOPHIE, 164910561Patsy, grand mother
172206306SOPHIE, 169441911LESLIE, grand mother
172206306SOPHIE, 170564505Albertine, grand mother
172206306SOPHIE, 173855405ROYSTON, grand mother
172206306SOPHIE, 174928775Liza, grand mother
172206306SOPHIE, 176724597SAMANTHA, grand mother
172206306SOPHIE, 180564330Lenna, grand mother
172206306SOPHIE, 188155940Otha, wife
172206306SOPHIE, 194084744AGNES, grand mother
172206306SOPHIE, 200400400Humphrey, grand mother
172206306SOPHIE, 206439088Clem, grand mother
172206306SOPHIE, 213176851Pinkie, grand mother
172206306SOPHIE, 214911756Nimrod, grand mother
172206306SOPHIE, 216295025Mart, grand mother
172206306SOPHIE, 218442336Alpha, grand mother
172206306SOPHIE, 219222433Alta, grand mother
172206306SOPHIE, 220274391Velma, grand mother
172206306SOPHIE, 220929654Vesta, grand mother
172206306SOPHIE, 221074567Bertrand, grand mother
172206306SOPHIE, 222329081Linwood, grand mother
172206306SOPHIE, 226210791Hermine, grand mother
172206306SOPHIE, 227482231Zetta, grand mother
172206306SOPHIE, 227840795FRED, grand mother
172206306SOPHIE, 229073855DYLAN, grand mother
172206306SOPHIE, 232382828Alla, grand mother
172206306SOPHIE, 232848099JOSHUA, grand mother
172206306SOPHIE, 236954511Concepcion, grand mother
172206306SOPHIE, 245228916Albertine, grand mother
172206306SOPHIE, 246499712Kizzie, grand mother
172206306SOPHIE, 246998267Lewie, grand mother
172206306SOPHIE, 251025961Claus, grand mother
172206306SOPHIE, 254678451DEMI, grand mother
172206306SOPHIE, 255675770HAROLD, grand mother
172206306SOPHIE, 255763588Archer, grand mother
172206306SOPHIE, 257783441Bert, grand mother
172206306SOPHIE, 259972257VICTORIA, grand mother
172206306SOPHIE, 262245519GILBERT, grand mother
172206306SOPHIE, 272118190Vance, grand mother
172206306SOPHIE, 272727303Dorsey, grand mother
172206306SOPHIE, 278692538ALEX, grand mother
172206306SOPHIE, 280933923Delos, grand mother
172206306SOPHIE, 283571472Idella, grand mother
172206306SOPHIE, 283641284RYAN, grand mother
172206306SOPHIE, 285760108Viva, grand mother
172206306SOPHIE, 288690483Harrison, grand mother
172206306SOPHIE, 290960650Esau, grand mother
172206306SOPHIE, 296229783TREVOR, grand mother
172206306SOPHIE, 296879637Hoy, grand mother
172206306SOPHIE, 297419653DAVID, grand mother
172206306SOPHIE, 297873127DOREEN, grand mother
172206306SOPHIE, 298959716Merrill, grand mother
172206306SOPHIE, 300600860Zilpha, grand mother
172206306SOPHIE, 305569323JENNA, grand mother
172206306SOPHIE, 305685536Daisie, grand mother
172206306SOPHIE, 309006797GUY, grand mother
172206306SOPHIE, 309043248Idell, grand mother
172206306SOPHIE, 309070889Eliza, grand mother
172206306SOPHIE, 311654448GEORGINA, grand mother
172206306SOPHIE, 320441213ELIZA, grand mother
172206306SOPHIE, 320832054Obie, grand mother
172206306SOPHIE, 323392433ESTHER, grand mother
172206306SOPHIE, 330355387LEWIS, grand mother
172206306SOPHIE, 331976944Adda, grand mother
172206306SOPHIE, 332500894Wiley, grand mother
172206306SOPHIE, 334844999Gertie, grand mother
172206306SOPHIE, 334930601Lavinia, grand mother
172206306SOPHIE, 336680714Toney, grand mother
172206306SOPHIE, 340554769Tilden, grand mother
172206306SOPHIE, 345762002Mose, grand mother
172206306SOPHIE, 349792177Boyd, grand mother
172206306SOPHIE, 351727711Lawson, grand mother
172206306SOPHIE, 352413069BETHAN, grand mother
172206306SOPHIE, 355799144Cecile, grand mother
172206306SOPHIE, 357341902Bess, grand mother
172206306SOPHIE, 363631515Lucinda, grand mother
172206306SOPHIE, 366721655Henrietta, grand mother
172206306SOPHIE, 374288622Wong, grand mother
172206306SOPHIE, 380105117Arizona, grand mother
172206306SOPHIE, 380613344Gustavus, grand mother
172206306SOPHIE, 382471857Selina, grand mother
172206306SOPHIE, 385190147Issac, grand mother
172206306SOPHIE, 385892865Louvenia, grand mother
172206306SOPHIE, 394435116Clarinda, grand mother
172206306SOPHIE, 394745816Concepcion, grand mother
172206306SOPHIE, 397679473SHEILA, grand mother
172206306SOPHIE, 399200430Burl, grand mother
172206306SOPHIE, 409954798Creed, grand mother
172206306SOPHIE, 411517244Lucie, grand mother
172206306SOPHIE, 412933232Carey, grand mother
172206306SOPHIE, 417740834GERARD, grand mother
172206306SOPHIE, 429805698Leota, grand mother
172206306SOPHIE, 431695131Jesse, grand mother
172206306SOPHIE, 435581808MARJORIE, grand mother
172206306SOPHIE, 436390853DAISY, grand mother
172206306SOPHIE, 436722302Roxie, grand mother
172206306SOPHIE, 441713734DIANA, grand mother
172206306SOPHIE, 450724729Moses, grand mother
172206306SOPHIE, 465547275Elwood, grand mother
172206306SOPHIE, 467394015Doctor, grand mother
172206306SOPHIE, 467661849CONOR, grand mother
172206306SOPHIE, 475817582Alvena, grand mother
172206306SOPHIE, 486600996Erie, grand mother
172206306SOPHIE, 488159808Firman, grand mother
172206306SOPHIE, 488846950Eligah, grand mother
172206306SOPHIE, 493487194Milo, grand mother
172206306SOPHIE, 497018563Ophelia, grand mother
172206306SOPHIE, 499050340Porter, grand mother
172206306SOPHIE, 502868621GREGORY, grand mother
172206306SOPHIE, 505324975Erie, grand mother
172206306SOPHIE, 505856341Oren, grand mother
172206306SOPHIE, 515059608JAKE, grand mother
172206306SOPHIE, 517094359EDGAR, grand mother
172206306SOPHIE, 517640314BETH, grand mother
172206306SOPHIE, 522258260Tennie, grand mother
172206306SOPHIE, 526118248Ray, grand mother
172206306SOPHIE, 529472653LORRAINE, grand mother
172206306SOPHIE, 531410572JORDAN, grand mother
172206306SOPHIE, 538699100EDGAR, grand mother
172206306SOPHIE, 542654795Adelle, grand mother
172206306SOPHIE, 546459718William, grand mother
172206306SOPHIE, 546685973Jerry, grand mother
172206306SOPHIE, 546952265Eugenia, grand mother
172206306SOPHIE, 549352091Clemmie, grand mother
172206306SOPHIE, 551331079Zelda, grand mother
172206306SOPHIE, 556534461Benjamine, grand mother
172206306SOPHIE, 557057809Hilliard, grand mother
172206306SOPHIE, 560158796Evans, grand mother
172206306SOPHIE, 560399993PHILLIP, grand mother
172206306SOPHIE, 565383091JACK, grand mother
172206306SOPHIE, 567343818Mona, grand mother
172206306SOPHIE, 579234075Vesta, grand mother
172206306SOPHIE, 580199775ABBIE, grand mother
172206306SOPHIE, 581223209Malvina, grand mother
172206306SOPHIE, 583126293Lew, grand mother
172206306SOPHIE, 584495546Cordelia, grand mother
172206306SOPHIE, 587629815Aden, grand mother
172206306SOPHIE, 592185502Indiana, grand mother
172206306SOPHIE, 592886039Classie, grand mother
172206306SOPHIE, 593865966Joeseph, grand mother
172206306SOPHIE, 594363751Alvina, grand mother
172206306SOPHIE, 594611936Chalmers, grand mother
172206306SOPHIE, 595103170Elvira, grand mother
172206306SOPHIE, 599213399Alma, grand mother
172206306SOPHIE, 603057571Eudora, grand mother
172206306SOPHIE, 603073991Janette, grand mother
172206306SOPHIE, 604163663Queenie, grand mother
172206306SOPHIE, 606039199Nannie, grand mother
172206306SOPHIE, 606582275JAY, grand mother
172206306SOPHIE, 607711770Richmond, grand mother
172206306SOPHIE, 610073426Hermann, grand mother
172206306SOPHIE, 612183449Almer, grand mother
172206306SOPHIE, 613097007Leopold, grand mother
172206306SOPHIE, 617379877Isam, grand mother
172206306SOPHIE, 625845296NICHOLAS, grand mother
172206306SOPHIE, 625894286JOY, grand mother
172206306SOPHIE, 627508123Dana, grand mother
172206306SOPHIE, 627664300Urban, grand mother
172206306SOPHIE, 632032918Verne, grand mother
172206306SOPHIE, 633438873Llewellyn, grand mother
172206306SOPHIE, 635650899LOUISA, grand mother
172206306SOPHIE, 637332475BRANDON, grand mother
172206306SOPHIE, 646912627Marshal, grand mother
172206306SOPHIE, 649810756Eleanora, grand mother
172206306SOPHIE, 654810782Flora, grand mother
172206306SOPHIE, 670381388Dee, grand mother
172206306SOPHIE, 674078953HOLLY, grand mother
172206306SOPHIE, 675546329Maymie, grand mother
172206306SOPHIE, 677089481Evie, grand mother
172206306SOPHIE, 682151472Ernst, grand mother
172206306SOPHIE, 695656565Fernando, grand mother
172206306SOPHIE, 707566550Clarance, grand mother
172206306SOPHIE, 711223856Press, grand mother
172206306SOPHIE, 713000638HUGH, grand mother
172206306SOPHIE, 716714323Allen, grand mother
172206306SOPHIE, 718923674GLORIA, grand mother
172206306SOPHIE, 721487755Annetta, grand mother
172206306SOPHIE, 721553745Selina, grand mother
172206306SOPHIE, 721693086Adelle, grand mother
172206306SOPHIE, 723981822Isam, grand mother
172206306SOPHIE, 725764875Emory, grand mother
172206306SOPHIE, 727077121SUZANNE, grand mother
172206306SOPHIE, 729019141ALBERT, grand mother
172206306SOPHIE, 735464625Lindsay, grand mother
172206306SOPHIE, 739565110SAM, grand mother
172206306SOPHIE, 743977276Clayton, grand mother
172206306SOPHIE, 744562288Zilpha, grand mother
172206306SOPHIE, 747773983Bart, grand mother
172206306SOPHIE, 754929083Woodie, grand mother
172206306SOPHIE, 757748708Jules, grand mother
172206306SOPHIE, 758972933TREVOR, grand mother
172206306SOPHIE, 763772642Ona, grand mother
172206306SOPHIE, 769209663BRUCE, grand mother
172206306SOPHIE, 769527170GORDON, grand mother
172206306SOPHIE, 770566046Valentine, grand mother
172206306SOPHIE, 774591454PERCY, grand mother
172206306SOPHIE, 777298623Cherry, grand mother
172206306SOPHIE, 778920236Adelbert, grand mother
172206306SOPHIE, 779838387Grayce, grand mother
172206306SOPHIE, 781769431Sol, grand mother
172206306SOPHIE, 786285359MICHELE, grand mother
172206306SOPHIE, 786436201Doc, grand mother
172206306SOPHIE, 786771328Jose, grand mother
172206306SOPHIE, 792135172Jabez, grand mother
172206306SOPHIE, 795030990PAIGE, grand mother
172206306SOPHIE, 807380206Roxie, grand mother
172206306SOPHIE, 808977381Florence, grand mother
172206306SOPHIE, 812421139ANITA, grand mother
172206306SOPHIE, 814127227Orson, grand mother
172206306SOPHIE, 816210738Blaine, grand mother
172206306SOPHIE, 817165992Clayton, grand mother
172206306SOPHIE, 817949138JASMINE, grand mother
172206306SOPHIE, 822131612Elam, grand mother
172206306SOPHIE, 826159936Dorsey, grand mother
172206306SOPHIE, 827128009KIMBERLEY, grand mother
172206306SOPHIE, 829242150GEOFFREY, grand mother
172206306SOPHIE, 830140608Almon, grand mother
172206306SOPHIE, 832606306NICOLA, grand mother
172206306SOPHIE, 832992533Manda, grand mother
172206306SOPHIE, 838463282CATHERINE, grand mother
172206306SOPHIE, 839841298Earnest, grand mother
172206306SOPHIE, 842631764Minta, grand mother
172206306SOPHIE, 850738909Wright, grand mother
172206306SOPHIE, 852290720Lilla, grand mother
172206306SOPHIE, 854464227Bird, grand mother
172206306SOPHIE, 856535484Mame, grand mother
172206306SOPHIE, 857804750Orrie, grand mother
172206306SOPHIE, 859703911Eddie, grand mother
172206306SOPHIE, 859724824Nimrod, grand mother
172206306SOPHIE, 864396909FRANCESCA, grand mother
172206306SOPHIE, 865179815Glenn, grand mother
172206306SOPHIE, 870632135DEMI, grand mother
172206306SOPHIE, 882197622HILDA, grand mother
172206306SOPHIE, 884422881Pleas, grand mother
172206306SOPHIE, 886022030Georgiana, grand mother
172206306SOPHIE, 891312155LIAM, grand mother
172206306SOPHIE, 893384550Lena, grand mother
172206306SOPHIE, 895802290Nella, grand mother
172206306SOPHIE, 897258307GERALD, grand mother
172206306SOPHIE, 900458934Jeff, grand mother
172206306SOPHIE, 910123576Ethyl, grand mother
172206306SOPHIE, 915945410GEMMA, grand mother
172206306SOPHIE, 918427567Author, grand mother
172206306SOPHIE, 923286172MAXINE, grand mother
172206306SOPHIE, 924845714IMOGEN, grand mother
172206306SOPHIE, 928243768Perley, grand mother
172206306SOPHIE, 929107715Antoinette, grand mother
172206306SOPHIE, 930743509DANIEL, grand mother
172206306SOPHIE, 934418367CAITLIN, grand mother
172206306SOPHIE, 936175995MILDRED, grand mother
172206306SOPHIE, 941339341Leitha, grand mother
172206306SOPHIE, 943491734Green, grand mother
172206306SOPHIE, 950504449Letta, grand mother
172206306SOPHIE, 950735473Matie, grand mother
172206306SOPHIE, 953854490Hermon, grand mother
172206306SOPHIE, 954240323Wilma, grand mother
172206306SOPHIE, 956604624Ely, grand mother
172206306SOPHIE, 964655384Lon, grand mother
172206306SOPHIE, 966684086Rosanna, grand mother
172206306SOPHIE, 968306133Elihu, grand mother
172206306SOPHIE, 970422563Mal, grand mother
172206306SOPHIE, 971811582Dell, grand mother
172206306SOPHIE, 979688503RUSSELL, grand mother
172206306SOPHIE, 980635563Elias, grand mother
172206306SOPHIE, 982591427Orrie, grand mother
172206306SOPHIE, 986129587MARC, grand mother
172206306SOPHIE, 991883320Mertie, grand mother
172206306SOPHIE, 999942385Adolf, grand mother
172503879Besse, 577641111Weaver, wife
172585753Lou, 651460144Alberta, husband
172646443Hunter, 783641273Maggie, husband
172848608Jabez, 695207123Amalia, grand child
172848608Jabez, 782856874Ransom, husband
172848608Jabez, 881568158Tessie, nephew
173309299Merida, 446557554Elvira, husband
173309299Merida, 695207123Amalia, grand child
173490532Olen, 018664557Bulah, grand child
173490532Olen, 976767378Corrie, husband
173490532Olen, 990654538Maye, nephew
173855405ROYSTON, 966684086Rosanna, brother
174090396Wilda, 555457296Elam, wife
174300445Denver, 297419653DAVID, sister
174300445Denver, 350350404WINIFRED, brother
174300445Denver, 445459186STEPHANIE, brother
174300445Denver, 826159936Dorsey, brother
174300445Denver, 959519181Mae, brother
174300445Denver, 983768001Addie, nephew
174304179GRAHAM, 119845479Betsy, mother
174304179GRAHAM, 769594074Math, mother
174617708MOHAMED, 001219707Nolia, mother
174617708MOHAMED, 376784765Hilliard, mother
174617708MOHAMED, 641063707Marshal, wife
174722318Edson, 775934175Patience, husband
174800388STEPHANIE, 205422368James, sister
174800388STEPHANIE, 281472185KEITH, brother
174800388STEPHANIE, 384949385BERNARD, brother
174872097Valentine, 018664557Bulah, grand child
174872097Valentine, 671390517Friend, nephew
174872097Valentine, 921406322Arizona, nephew
174928775Liza, 005455780Dovie, sister
174928775Liza, 278692538ALEX, sister
174928775Liza, 320441213ELIZA, sister
174928775Liza, 341365096Antoinette, niece
174928775Liza, 941339341Leitha, sister
175053375Claud, 354085772Tressa, father
175053375Claud, 391217224Lucretia, grand child
175053375Claud, 704415740Lular, husband
175376894PEGGY, 319817311Watt, wife
175376894PEGGY, 448768468Flora, niece
175376894PEGGY, 609158891FREDA, niece
175376894PEGGY, 695207123Amalia, grand child
175643793NORMA, 750949744MALCOLM, sister
175717470Leola, 314201930STEVEN, wife
175901209Vernie, 886924068James, husband
175912434CHARLES, 175643793NORMA, father
175912434CHARLES, 179492600Delila, uncle
175912434CHARLES, 350826697Parthenia, uncle
175912434CHARLES, 642608184Clinton, uncle
175912434CHARLES, 672385530AGNES, brother
175912434CHARLES, 750949744MALCOLM, father
175912434CHARLES, 835047497GERTRUDE, uncle
175912434CHARLES, 901029667Ione, husband
176360746EVELYN, 826608012Alvena, sister
176492937ROSS, 720560519Ezra, brother
176508086Algie, 105872915Isaac, father
176508086Algie, 127525906Rudolph, father
176508086Algie, 256016259Flora, husband
176508086Algie, 427085253Letha, husband
176508086Algie, 652009267Cordella, husband
176508086Algie, 697392970Orley, father
176508086Algie, 717182947Esau, father
176508086Algie, 813665611Glenna, husband
176508086Algie, 837945100Finis, father
176508086Algie, 920929447FRANCES, husband
176508086Algie, 933750437Irwin, father
176613840Isaac, 062327939Delphia, uncle
176613840Isaac, 082267327Edyth, husband
176613840Isaac, 107067631Zella, father
176613840Isaac, 202711774Evelina, father
176613840Isaac, 274457344Edyth, father
176613840Isaac, 350826697Parthenia, father
176613840Isaac, 421834295Elza, uncle
176613840Isaac, 609638405Evie, father
176613840Isaac, 627241541ANNETTE, husband
176613840Isaac, 635549805PERCIVAL, uncle
176613840Isaac, 672385530AGNES, husband
176613840Isaac, 672999044SHAUN, father
176613840Isaac, 770344061STACEY, husband
176613840Isaac, 772420486Judge, uncle
176613840Isaac, 820411033Tillie, father
176613840Isaac, 897147975Joe, brother
176613840Isaac, 902416581Clarke, uncle
176613840Isaac, 972016227MANDY, husband
176651553Earnest, 793108957GLORIA, husband
176675636Aurora, 047840266DOUGLAS, mother
176675636Aurora, 057675668Ivory, wife
176675636Aurora, 059454256Clay, mother
176675636Aurora, 191443929Santos, wife
176675636Aurora, 391217224Lucretia, grand child
176675636Aurora, 417740834GERARD, mother
176675636Aurora, 486600996Erie, mother
176675636Aurora, 550718707GEORGE, sister
176675636Aurora, 747931374Hunt, wife
176675636Aurora, 825039336Elmo, wife
176724597SAMANTHA, 036355900PERCIVAL, sister
176724597SAMANTHA, 592886039Classie, sister
177096404ROBERT, 092158632MAXINE, husband
177096404ROBERT, 138154724Doctor, father
177096404ROBERT, 166956759Bonnie, husband
177096404ROBERT, 172848608Jabez, father
177096404ROBERT, 319817311Watt, father
177096404ROBERT, 410464352Roxanna, husband
177096404ROBERT, 419574101Bonnie, husband
177096404ROBERT, 774264130Santos, father
177096404ROBERT, 973963814Wright, father
177229640Rose, 018664557Bulah, grand child
177229640Rose, 147203869Lennie, father
177229640Rose, 338878752Marilla, nephew
177229640Rose, 342696367Tracy, father
177229640Rose, 517322018Omie, husband
177229640Rose, 612797721Erie, father
177534996Palmer, 246093272Junious, father
177534996Palmer, 477169472Charlotta, husband
177534996Palmer, 492151421HEATHER, brother
177534996Palmer, 872023690Lucian, uncle
177534996Palmer, 930743509DANIEL, uncle
177751396Ruthie, 104855252Milo, mother
177751396Ruthie, 555123283Lucius, wife
177751396Ruthie, 691864544Doctor, wife
177751396Ruthie, 699819158Stanton, mother
177751396Ruthie, 821207544Leland, mother
177885026Marshal, 092102754HENRY, father
177885026Marshal, 695752227Ettie, grand child
177885026Marshal, 760867594Arlie, father
177885026Marshal, 820411033Tillie, husband
177885026Marshal, 879110257Alpha, nephew
178402617Hervey, 502868621GREGORY, brother
178539987Madge, 337960061Merrill, wife
178593946Georgianna, 927649274Forrest, wife
178676202MICHAEL, 391026247Boyd, mother
178676202MICHAEL, 574137065Ruben, wife
178676202MICHAEL, 662005685HEIDI, mother
178676202MICHAEL, 695207123Amalia, grand child
178676202MICHAEL, 730956682Patty, niece
178676202MICHAEL, 783911122Meta, mother
178760418Frances, 160526814TIMOTHY, brother
178760418Frances, 416127019Mayme, brother
178760418Frances, 639374050Gina, brother
178760418Frances, 901902404Malinda, brother
179206476DOREEN, 425341684Clement, wife
179296555Ruby, 164376792Mettie, father
179296555Ruby, 527521583Sena, father
179296555Ruby, 775995294Sabina, husband
179296555Ruby, 964022065ADRIAN, father
179492600Delila, 175912434CHARLES, niece
179492600Delila, 345817530Maudie, niece
179492600Delila, 454562926Oral, wife
179492600Delila, 488436298Byron, mother
179492600Delila, 509033310West, mother
179492600Delila, 695752227Ettie, grand child
180789849CARL, 269783293Dovie, brother
180789849CARL, 823826780GAIL, brother
180789849CARL, 952995780AMANDA, brother
180805119Elmo, 034784331Anastasia, husband
180805119Elmo, 438347929Roena, husband
180805119Elmo, 476434313Robert, father
180805119Elmo, 482561725Mace, father
180805119Elmo, 579228857Paralee, husband
180805119Elmo, 579359139Smith, father
180805119Elmo, 622827076Myrta, husband
180805119Elmo, 807183749Enrique, father
180805119Elmo, 850584688Lewie, father
180805119Elmo, 850709324Eula, husband
180805119Elmo, 884700043Maynard, father
181690515Foster, 665272285Pedro, brother
181904848Shelton, 382471857Selina, husband
182002463Lela, 443247825Ollie, wife
182259600Luella, 007572108Hollie, wife
182259600Luella, 196837541Lizzie, aunt
182259600Luella, 201292205Hiram, wife
182259600Luella, 229614287Daisey, mother
182259600Luella, 258539420BERTRAM, wife
182259600Luella, 287843303Milo, mother
182259600Luella, 316679057Early, mother
182259600Luella, 316749267Tobias, aunt
182259600Luella, 352199307Adina, sister
182259600Luella, 354245788Leander, aunt
182259600Luella, 362356142DUNCAN, mother
182259600Luella, 829808987LUKE, wife
182259600Luella, 903825345Bernie, mother
182259600Luella, 949484567Howell, aunt
182259600Luella, 972391257BERTHA, aunt
183292159Elmina, 047840266DOUGLAS, wife
183292159Elmina, 695752227Ettie, grand child
183560076Edmonia, 133000881Albin, sister
183560076Edmonia, 169524430Floy, sister
183560076Edmonia, 314682479Clarissa, sister
183560076Edmonia, 695584986TERRY, sister
183644676Rene, 551936510Rosetta, father
183644676Rene, 606328839Claude, father
183644676Rene, 744483489KATIE, husband
183644676Rene, 843280925JENNA, father
183744141JACQUELINE, 870660766Ole, wife
183947536Wilda, 094766633Lillie, mother
183947536Wilda, 164499475Rosetta, grand mother
183947536Wilda, 237504920Candido, wife
183947536Wilda, 341691968Worthy, grand mother
183947536Wilda, 440036528Jefferson, mother
183947536Wilda, 466308095Zelma, grand mother
183947536Wilda, 672143759Regina, mother
183947536Wilda, 708526435Katherine, wife
183947536Wilda, 774591454PERCY, grand mother
183947536Wilda, 893549551JOANNE, grand mother
183947536Wilda, 894149324Arlington, wife
184304120King, 018079442Eber, brother
184304120King, 275684657Mena, brother
184665250Orrin, 335493643Myrtie, husband
184665250Orrin, 695752227Ettie, grand child
185062149Rafe, 695207123Amalia, grand child
185062149Rafe, 697399310EDITH, husband
185118733Helma, 180564330Lenna, mother
185118733Helma, 227840795FRED, wife
185165521Anson, 065283343Ora, husband
185165521Anson, 127825403Margret, father
185165521Anson, 146143864Patty, father
185165521Anson, 154047696VICTORIA, father
185165521Anson, 166956759Bonnie, husband
185165521Anson, 169782921Tella, husband
185165521Anson, 220682960Lula, husband
185165521Anson, 323462028Ira, father
185165521Anson, 395565034FRANCESCA, father
185165521Anson, 749097508Louvenia, father
185165521Anson, 850709324Eula, husband
185297939Rush, 391217224Lucretia, grand child
185297939Rush, 427085253Letha, nephew
185297939Rush, 463792765Mame, husband
185297939Rush, 698208710Alys, nephew
185328803Juliet, 908574588Zack, sister
185390427Abel, 980343554MICHELE, husband
185483347Doss, 635650899LOUISA, husband
185819808Omar, 144442641BARBARA, husband
185852928Lem, 565503502Aloysius, husband
185960202Coy, 429805698Leota, husband
186127725Jules, 776185006Elsa, husband
186141253Ellis, 361894127Robert, husband
186306189Bennett, 695207123Amalia, grand child
186306189Bennett, 794422829Nealie, husband
186435630Hermon, 965481175JENNY, husband
187138950Adelle, 018664557Bulah, grand child
187138950Adelle, 138823973Carleton, wife
187138950Adelle, 327332285Washington, mother
187138950Adelle, 332253734Emma, niece
187138950Adelle, 588448391Letty, niece
187138950Adelle, 788063621Lilla, mother
187303820JASMINE, 481366191Sherman, wife
187903332TERESA, 224501714Lee, mother
187903332TERESA, 399333222Bert, wife
187903332TERESA, 475383451MINNIE, mother
187903332TERESA, 534095711Jonah, mother
187903332TERESA, 594802313Bird, mother
187903332TERESA, 663194595WENDY, mother
187986396Oda, 695752227Ettie, grand child
187986396Oda, 930217818OWEN, wife
188008519GLENN, 101596788JADE, husband
188008519GLENN, 660862991Tomas, father
188008519GLENN, 900647689Rhoda, father
188155940Otha, 172206306SOPHIE, husband
188295801Merritt, 032281245Estie, husband
188295801Merritt, 046463193HEATHER, father
188295801Merritt, 191676154Minervia, husband
188295801Merritt, 300600860Zilpha, father
188295801Merritt, 311833989HOLLY, husband
188295801Merritt, 546459718William, father
188295801Merritt, 606039199Nannie, father
188295801Merritt, 670427128Floy, husband
188295801Merritt, 700308596Tressie, husband
188295801Merritt, 929107715Antoinette, father
188536666Zena, 902416581Clarke, wife
188789681Luther, 444128490ISABELLA, husband
188789681Luther, 695207123Amalia, grand child
188891046VIOLET, 036833979Mal, mother
188891046VIOLET, 467509333Clemente, wife
189142806Avery, 399602667Claudie, husband
189142806Avery, 889882035Verdie, father
189984129MARIAN, 233263362Giles, wife
190212908GEORGIA, 237711062Aron, niece
190212908GEORGIA, 695752227Ettie, grand child
190301521Author, 567979982Ettie, husband
190364465Antoinette, 024554843Patience, mother
190364465Antoinette, 489478025Neppie, mother
190424700Monroe, 073725334Cordelia, father
190424700Monroe, 170291880GERALDINE, father
190424700Monroe, 208146233Lugenia, father
190424700Monroe, 356150758Roberta, husband
190424700Monroe, 514044149BETHAN, husband
190424700Monroe, 601442506Carrie, husband
190424700Monroe, 602411315Bart, father
190424700Monroe, 816200336Lovisa, husband
190424700Monroe, 850709324Eula, husband
190424700Monroe, 933759211Dorothea, father
190424700Monroe, 957502615Pinkie, father
190490421Jerry, 117108156Drew, husband
190535442Lucius, 093921428Sybilla, brother
190837159Judge, 146225796Morgan, brother
190837159Judge, 394435116Clarinda, brother
190923794Ellar, 695207123Amalia, grand child
190923794Ellar, 869579217Allen, wife
191154093Nena, 054092270Mat, mother
191154093Nena, 057675668Ivory, sister
191154093Nena, 391217224Lucretia, grand child
191154093Nena, 486600996Erie, aunt
191154093Nena, 607711770Richmond, aunt
191154093Nena, 646912627Marshal, aunt
191154093Nena, 826159936Dorsey, aunt
191154093Nena, 827530140FREDERICK, wife
191154093Nena, 830140608Almon, aunt
191154093Nena, 928243768Perley, aunt
191154093Nena, 985404688YASMIN, mother
191220057Tyler, 004198843JOSEPHINE, nephew
191220057Tyler, 165520636Winona, husband
191220057Tyler, 391217224Lucretia, grand child
191443929Santos, 052264519CHARLENE, father
191443929Santos, 059454256Clay, father
191443929Santos, 176675636Aurora, husband
191443929Santos, 296229783TREVOR, father
191443929Santos, 334844999Gertie, father
